dealerID,carID,sellDate,price,warrantyPeriod,paymentMethod
287,823,2023-04-27,152150,36,Trade-In
463,792,2023-06-15,463033,12,Financing
764,692,2024-02-27,197664,48,Lease
237,613,2023-01-11,347795,48,Lease
811,166,2023-09-19,358563,48,Credit Card
871,246,2023-02-28,67990,12,Financing
421,507,2023-01-11,255491,36,Lease
234,480,2024-04-11,342799,24,Cash
175,356,2024-05-13,466858,60,Lease
627,719,2024-02-02,194522,24,Cash
989,970,2024-03-13,478293,12,Financing
649,163,2023-06-29,486295,36,Trade-In
376,572,2022-11-16,352336,24,Credit Card
366,157,2023-12-03,35061,24,Cash
58,738,2023-10-05,124053,12,Lease
64,464,2023-03-07,426446,48,Lease
303,107,2023-01-04,199066,24,Credit Card
513,596,2023-03-02,117790,36,Lease
266,665,2023-05-14,398571,36,Financing
340,550,2024-03-31,360718,36,Cash
269,44,2023-07-10,222558,12,Cash
353,679,2024-06-21,116480,24,Trade-In
823,392,2023-02-15,439068,12,Trade-In
5,6,2022-12-07,383938,24,Financing
528,363,2024-06-04,458042,12,Trade-In
316,47,2022-12-20,136029,24,Financing
344,683,2023-02-10,475204,36,Credit Card
977,36,2024-01-20,278074,36,Financing
491,836,2024-05-30,316156,36,Cash
822,125,2024-10-01,161160,60,Lease
605,780,2024-07-06,219305,12,Cash
385,806,2024-05-29,245494,24,Credit Card
261,66,2023-12-13,43347,48,Cash
697,89,2024-06-08,463612,48,Cash
631,359,2022-12-20,308635,60,Cash
780,665,2024-02-06,385165,60,Credit Card
240,778,2023-01-06,391903,60,Financing
501,319,2024-04-02,42400,48,Cash
939,451,2024-03-06,333161,24,Lease
397,185,2023-04-16,350947,36,Trade-In
88,801,2023-10-31,428329,60,Lease
857,127,2024-10-06,210206,12,Credit Card
136,945,2022-11-30,413756,60,Trade-In
515,237,2024-05-01,416591,48,Trade-In
721,388,2022-11-01,143479,12,Financing
814,957,2023-09-23,293309,12,Credit Card
751,628,2024-05-18,264611,36,Lease
989,544,2023-02-12,362845,48,Cash
229,603,2023-03-23,92141,36,Lease
75,700,2024-10-07,485532,60,Lease
741,300,2023-12-27,285014,60,Trade-In
158,214,2024-04-06,158945,24,Credit Card
429,984,2024-03-01,283353,48,Lease
295,695,2023-03-10,302867,12,Financing
391,707,2024-01-29,194534,24,Lease
629,739,2024-01-13,163504,12,Financing
626,831,2024-08-12,117448,24,Lease
771,288,2022-12-12,385073,24,Financing
878,332,2024-02-04,407122,36,Credit Card
695,891,2024-05-19,330323,36,Credit Card
436,635,2023-05-19,419299,36,Trade-In
997,213,2023-01-21,102818,60,Cash
550,401,2024-03-31,374478,36,Lease
560,632,2023-03-04,197909,24,Financing
655,989,2024-03-31,214140,60,Lease
173,991,2022-12-19,202384,48,Trade-In
403,123,2023-03-03,74106,12,Lease
535,338,2023-04-30,455955,24,Financing
980,796,2023-03-17,31935,24,Cash
250,785,2024-03-29,153331,24,Credit Card
728,760,2024-03-30,73204,12,Trade-In
998,418,2022-10-26,410523,60,Trade-In
578,16,2024-02-25,448663,48,Lease
902,85,2024-03-27,429061,36,Lease
724,486,2024-10-04,253033,36,Financing
848,820,2023-10-02,24846,60,Lease
558,18,2023-05-14,123183,48,Cash
259,418,2024-07-30,391429,12,Credit Card
936,701,2023-05-22,498174,24,Cash
332,737,2022-10-28,299910,60,Financing
641,753,2022-12-13,140129,36,Financing
513,220,2024-06-08,232088,36,Cash
265,912,2024-07-18,128084,48,Credit Card
120,307,2022-10-17,124972,12,Financing
803,488,2023-05-07,183956,12,Cash
680,868,2024-04-05,130507,12,Credit Card
206,710,2023-09-27,484493,60,Credit Card
1,233,2024-10-01,411246,48,Financing
507,969,2022-11-04,302359,48,Lease
351,12,2023-04-12,239301,24,Financing
646,840,2024-02-02,499685,48,Cash
346,243,2023-04-13,223196,48,Trade-In
930,701,2024-09-11,164367,60,Financing
740,581,2023-06-22,377621,12,Trade-In
933,768,2023-04-02,25641,12,Trade-In
457,549,2023-02-28,194182,36,Financing
917,429,2024-03-14,257191,48,Cash
268,783,2023-03-07,359887,12,Credit Card
479,360,2023-01-12,26266,12,Financing
800,458,2024-05-24,262126,60,Trade-In
966,352,2023-04-08,369948,12,Trade-In
939,212,2023-04-14,52948,24,Cash
387,88,2023-10-09,28139,48,Lease
458,649,2024-07-16,35316,60,Financing
295,327,2023-04-21,41872,60,Trade-In
189,226,2023-04-17,249515,12,Financing
541,725,2024-08-22,102692,12,Trade-In
737,848,2023-05-29,421223,24,Trade-In
400,842,2023-11-04,257417,24,Cash
787,752,2024-05-06,452465,36,Credit Card
755,198,2024-05-23,89127,48,Lease
882,608,2023-08-06,141411,60,Financing
144,454,2024-05-22,34407,60,Lease
860,294,2024-02-15,127143,12,Cash
309,142,2023-07-26,199028,48,Trade-In
284,631,2024-08-17,207395,36,Lease
528,924,2024-09-14,180265,24,Cash
456,339,2024-05-13,427820,12,Cash
378,613,2022-10-23,335198,24,Trade-In
257,695,2023-04-26,290700,48,Financing
729,157,2024-08-13,32148,48,Credit Card
359,964,2022-12-31,166072,12,Financing
17,969,2024-02-26,53720,24,Financing
610,492,2024-10-04,436421,12,Financing
527,774,2023-11-08,67453,36,Cash
230,344,2023-04-16,216479,12,Financing
777,757,2024-05-23,454014,24,Credit Card
858,310,2022-11-16,101840,24,Credit Card
993,60,2022-12-20,486630,36,Financing
83,236,2023-02-24,368192,36,Cash
360,975,2023-07-07,376095,36,Cash
205,716,2023-03-05,45178,48,Financing
645,410,2023-01-28,478686,12,Trade-In
576,158,2024-01-17,50884,60,Cash
497,408,2024-02-04,384513,24,Cash
428,812,2022-12-23,320664,48,Financing
255,542,2024-09-15,199818,48,Cash
819,599,2023-09-06,292796,12,Credit Card
727,539,2023-07-23,29066,24,Credit Card
692,753,2022-12-16,337159,24,Trade-In
288,309,2023-06-25,302983,12,Credit Card
601,187,2022-12-22,451205,24,Lease
553,259,2023-06-17,156293,12,Credit Card
477,306,2024-06-14,51153,48,Lease
648,89,2023-09-18,207437,12,Lease
616,34,2022-11-30,165251,60,Financing
481,248,2023-09-01,486241,48,Credit Card
834,166,2023-08-04,197409,48,Credit Card
612,185,2023-11-12,492267,36,Credit Card
845,628,2023-06-28,49987,48,Trade-In
832,85,2023-01-07,171841,48,Credit Card
84,867,2024-02-17,98422,36,Trade-In
198,338,2024-09-15,240259,60,Trade-In
117,571,2023-09-01,41392,24,Lease
986,999,2022-11-10,429672,48,Cash
716,496,2022-10-10,239465,12,Trade-In
471,817,2024-05-04,146262,36,Credit Card
326,364,2023-01-31,52765,12,Credit Card
732,738,2023-05-09,44385,36,Lease
483,539,2023-04-12,252100,12,Financing
671,213,2023-02-21,366508,48,Trade-In
181,604,2023-07-19,162474,48,Cash
982,358,2023-05-12,206598,60,Credit Card
967,116,2023-03-08,433809,12,Trade-In
506,136,2022-10-17,364320,24,Lease
684,324,2023-12-01,38223,36,Credit Card
466,135,2023-11-28,405582,12,Trade-In
663,766,2023-05-24,475660,48,Lease
517,262,2024-02-07,89106,12,Financing
498,118,2024-06-25,351569,12,Lease
509,46,2023-04-07,320940,24,Cash
800,523,2023-03-16,197787,60,Credit Card
117,931,2024-01-23,28872,60,Lease
676,455,2022-12-30,248181,48,Lease
103,559,2024-06-02,412533,12,Lease
203,198,2023-09-17,102054,12,Cash
123,252,2024-01-16,31677,48,Lease
570,354,2023-11-25,277398,12,Credit Card
286,121,2022-11-14,422103,60,Financing
734,511,2024-09-17,298011,24,Lease
825,489,2024-07-30,434914,36,Credit Card
911,895,2023-05-04,495336,36,Financing
937,428,2024-04-08,441845,24,Credit Card
192,36,2023-12-26,482212,12,Lease
394,932,2024-04-08,388722,24,Financing
652,719,2024-08-15,134141,12,Financing
765,641,2023-08-19,364405,12,Cash
644,370,2024-08-02,188756,36,Financing
36,551,2023-04-09,101502,12,Cash
549,447,2024-01-22,434311,60,Lease
316,743,2024-07-19,387004,12,Credit Card
125,481,2024-06-09,221556,12,Credit Card
547,22,2023-07-04,428008,48,Trade-In
452,733,2023-11-03,162172,48,Cash
464,785,2024-07-09,304614,12,Cash
156,937,2024-05-11,357283,60,Credit Card
925,432,2024-08-12,84739,36,Lease
796,555,2024-07-25,43134,24,Financing
992,34,2023-08-15,163579,36,Financing
623,506,2024-02-06,446169,48,Cash
930,720,2023-10-09,101622,48,Lease
237,59,2024-05-28,162211,48,Trade-In
377,57,2023-03-31,133937,60,Cash
677,179,2024-09-07,445636,48,Cash
92,31,2024-04-25,35095,60,Trade-In
471,377,2022-11-14,119319,36,Trade-In
373,187,2023-01-22,242100,48,Credit Card
398,182,2023-02-12,40767,60,Financing
875,734,2023-03-28,206312,60,Trade-In
547,700,2024-07-13,45984,48,Credit Card
658,473,2023-11-04,95826,12,Cash
918,424,2022-12-23,238742,60,Financing
976,933,2022-11-18,294308,24,Lease
979,817,2023-12-20,415644,24,Lease
405,472,2024-09-04,269832,24,Trade-In
176,689,2023-04-19,143429,36,Lease
727,764,2023-02-08,175536,12,Financing
431,689,2024-09-12,412217,48,Trade-In
552,718,2024-06-05,226793,48,Cash
122,188,2022-11-09,282961,48,Trade-In
929,87,2024-10-04,235754,48,Financing
416,23,2023-07-24,69373,48,Trade-In
750,567,2023-07-24,71997,48,Trade-In
760,950,2024-05-24,58328,60,Trade-In
691,152,2023-08-16,446212,24,Financing
407,180,2024-07-10,285091,60,Lease
712,793,2023-11-08,227422,36,Credit Card
206,119,2024-03-31,22425,60,Lease
338,685,2023-10-31,252573,60,Lease
131,278,2024-02-03,363983,60,Trade-In
301,482,2023-09-13,477914,48,Cash
788,281,2023-08-22,8585,24,Lease
656,354,2023-10-17,285718,24,Trade-In
903,180,2023-05-18,441894,48,Lease
66,672,2024-09-11,383330,60,Lease
486,915,2023-07-26,191712,12,Credit Card
558,577,2024-08-28,168227,12,Credit Card
486,859,2023-07-27,131708,12,Credit Card
207,72,2022-12-19,443726,48,Lease
292,118,2024-07-04,370517,12,Cash
465,514,2023-02-19,459696,48,Lease
433,611,2023-07-18,86351,24,Cash
163,729,2023-12-23,169952,36,Lease
514,426,2023-05-23,324378,12,Lease
813,811,2023-10-28,29846,36,Credit Card
468,279,2023-04-25,399337,48,Financing
428,110,2023-03-12,144413,24,Financing
994,693,2024-08-17,131441,60,Credit Card
311,799,2022-12-24,261774,24,Trade-In
187,729,2023-04-26,400601,48,Financing
283,675,2023-07-22,295166,48,Credit Card
38,946,2022-10-29,428913,24,Lease
638,251,2023-04-17,466417,60,Trade-In
892,630,2023-06-13,284605,60,Trade-In
453,70,2022-11-16,294756,24,Trade-In
711,512,2023-02-22,337787,36,Credit Card
954,853,2023-02-27,446620,24,Credit Card
74,591,2023-11-03,19276,60,Financing
186,308,2024-03-03,249136,48,Lease
462,83,2023-06-27,180417,36,Financing
50,580,2023-01-22,342848,24,Credit Card
769,69,2023-11-20,421840,12,Credit Card
7,50,2024-06-02,158453,12,Cash
217,855,2023-09-28,455968,36,Cash
167,270,2023-01-14,319665,48,Trade-In
897,373,2024-03-20,20676,24,Financing
603,14,2024-06-12,228506,24,Cash
131,721,2024-02-23,241505,12,Trade-In
617,478,2023-12-15,349939,60,Lease
511,789,2022-12-13,497382,48,Trade-In
46,6,2022-12-25,430442,36,Cash
41,219,2023-05-21,498119,48,Lease
422,122,2024-05-19,266012,60,Credit Card
261,544,2023-11-23,495891,60,Trade-In
1000,785,2024-01-22,210094,12,Financing
546,362,2023-04-26,23646,60,Trade-In
363,498,2022-12-30,64246,48,Financing
987,97,2023-08-27,145828,60,Trade-In
33,922,2023-05-14,460598,48,Credit Card
137,994,2024-08-01,230498,24,Lease
322,794,2024-10-03,339365,36,Cash
487,406,2023-06-25,409049,24,Credit Card
325,180,2024-09-29,370885,36,Cash
356,768,2022-12-15,168845,24,Trade-In
890,251,2024-10-03,410519,36,Trade-In
329,818,2024-02-13,433301,60,Lease
601,934,2024-02-21,269010,60,Cash
496,922,2023-11-27,388313,24,Lease
445,680,2023-10-26,341692,12,Lease
696,681,2024-09-02,274860,48,Credit Card
242,865,2023-11-01,98317,24,Lease
772,124,2023-09-17,240855,60,Financing
137,798,2024-07-23,413024,24,Credit Card
158,515,2024-07-03,102747,60,Cash
336,806,2024-07-15,223259,60,Cash
426,816,2024-02-17,259727,48,Lease
23,60,2023-03-26,226266,60,Credit Card
413,575,2023-10-26,390634,24,Credit Card
610,663,2023-12-19,439835,24,Cash
583,530,2023-01-16,114645,36,Trade-In
953,727,2024-03-08,355851,48,Credit Card
990,923,2023-11-03,28178,48,Cash
514,240,2023-11-17,25099,60,Lease
97,629,2023-07-11,375548,24,Financing
706,13,2023-06-19,219590,48,Lease
223,179,2022-10-23,187311,60,Cash
902,381,2024-05-01,271488,24,Trade-In
950,397,2024-05-29,10331,36,Financing
312,725,2023-02-10,283838,48,Cash
714,937,2024-08-25,181846,36,Cash
353,347,2023-12-16,475790,36,Cash
419,269,2023-06-12,201404,24,Financing
108,776,2024-04-21,175097,60,Lease
543,963,2023-11-07,241933,60,Credit Card
164,613,2023-08-20,380814,36,Trade-In
957,452,2023-01-09,251171,24,Financing
588,720,2024-01-29,419815,60,Financing
806,715,2022-11-05,21122,36,Lease
52,677,2023-07-01,253057,36,Trade-In
943,447,2023-01-16,104027,48,Lease
68,586,2023-11-29,367296,12,Financing
171,863,2024-07-14,253566,60,Credit Card
21,585,2023-07-26,495159,60,Cash
710,496,2023-08-12,166652,12,Lease
737,457,2024-06-24,330322,24,Credit Card
1,489,2023-03-15,414593,12,Trade-In
44,957,2023-01-14,282270,60,Cash
121,960,2024-05-07,5539,36,Lease
629,698,2023-05-05,468056,36,Lease
248,553,2024-04-24,390448,48,Cash
784,262,2024-03-26,370372,48,Trade-In
410,360,2024-03-10,34699,24,Cash
692,945,2024-09-09,449328,60,Financing
532,698,2024-07-24,209888,12,Cash
738,976,2022-11-21,350101,36,Cash
672,764,2023-04-28,468247,48,Trade-In
391,195,2023-10-09,374006,48,Cash
3,51,2023-08-20,307838,12,Lease
973,719,2024-08-10,42894,36,Trade-In
964,679,2022-11-19,362705,60,Financing
735,205,2023-03-05,387427,12,Financing
425,981,2023-05-17,241858,48,Cash
804,533,2024-03-08,263001,12,Financing
430,626,2023-06-01,25814,12,Lease
719,941,2023-02-07,483850,36,Cash
409,149,2023-12-21,196374,12,Cash
273,98,2024-04-24,352275,24,Financing
134,51,2023-09-05,9432,48,Cash
114,342,2023-01-21,184921,48,Trade-In
402,722,2024-04-24,344466,48,Credit Card
67,780,2024-01-13,482362,48,Financing
615,556,2024-04-12,275125,36,Financing
379,720,2023-12-11,134087,24,Financing
549,990,2023-04-26,357591,48,Lease
666,110,2024-04-24,34709,12,Lease
961,75,2024-08-26,202849,60,Credit Card
322,766,2022-11-08,376799,36,Cash
337,110,2023-09-26,242950,60,Trade-In
442,525,2023-11-29,323532,60,Financing
712,627,2023-08-20,490789,48,Financing
741,910,2024-01-12,374117,60,Financing
536,211,2024-02-08,236365,48,Trade-In
646,728,2023-01-28,337114,48,Cash
872,376,2024-03-01,86272,24,Financing
823,377,2024-08-02,469745,60,Cash
994,317,2024-01-26,67694,60,Credit Card
575,807,2023-01-07,261134,24,Trade-In
163,104,2023-05-21,454582,60,Cash
69,295,2023-11-01,40479,48,Financing
535,351,2022-11-07,43871,48,Lease
369,451,2023-06-06,379803,48,Credit Card
221,154,2023-08-06,266945,36,Financing
45,718,2022-11-22,98748,36,Lease
114,669,2023-04-30,215188,12,Trade-In
367,695,2023-11-04,385244,12,Financing
869,270,2024-03-26,439077,60,Financing
297,179,2023-01-12,238189,24,Cash
355,840,2022-10-13,493074,60,Trade-In
48,460,2023-08-30,374167,12,Lease
370,835,2023-07-07,262049,60,Lease
722,760,2024-08-15,7868,12,Lease
980,517,2024-04-22,123455,24,Lease
617,666,2022-10-30,383534,36,Cash
357,681,2023-11-24,121813,12,Financing
272,294,2024-05-23,219821,36,Credit Card
913,585,2023-12-13,54015,12,Lease
828,885,2023-03-08,118248,48,Trade-In
181,875,2023-01-15,177774,60,Trade-In
974,650,2023-04-09,286582,12,Credit Card
468,723,2023-12-01,313440,12,Credit Card
311,907,2023-08-23,219504,48,Lease
498,573,2023-08-16,55199,60,Cash
128,853,2023-01-05,187891,48,Credit Card
118,708,2023-12-05,264089,24,Cash
539,13,2022-12-21,460011,12,Credit Card
323,377,2024-09-30,162377,60,Financing
268,4,2023-11-15,440320,12,Credit Card
626,724,2023-03-28,380403,12,Cash
76,368,2022-10-26,446276,24,Cash
901,716,2023-04-11,285503,60,Cash
121,715,2024-03-06,493301,24,Financing
345,379,2024-02-12,115856,36,Trade-In
515,549,2023-06-21,101541,24,Credit Card
379,796,2023-06-04,164635,60,Trade-In
380,449,2024-06-18,384636,60,Credit Card
821,20,2023-10-20,184926,48,Cash
405,398,2024-09-15,432148,60,Credit Card
999,702,2023-03-16,302698,12,Cash
828,222,2023-06-07,381994,36,Trade-In
784,394,2023-12-26,47577,24,Credit Card
757,987,2023-01-13,162136,60,Credit Card
434,57,2023-01-13,306422,36,Trade-In
781,188,2024-05-19,225090,36,Lease
92,867,2023-03-12,436507,36,Credit Card
813,469,2023-03-05,392716,24,Credit Card
251,725,2024-09-18,365343,60,Financing
549,141,2024-05-17,72150,12,Lease
880,930,2023-05-22,96266,48,Credit Card
185,678,2023-06-24,269705,60,Credit Card
773,379,2023-09-04,243586,36,Trade-In
141,938,2024-10-03,210237,36,Cash
304,509,2024-06-22,70401,36,Trade-In
628,611,2024-02-18,84178,60,Financing
660,278,2023-05-27,489539,60,Cash
976,823,2024-07-20,464664,48,Cash
822,467,2023-06-05,58231,24,Lease
740,442,2024-10-04,313440,48,Financing
772,646,2023-08-27,417492,36,Trade-In
424,43,2024-02-14,457058,24,Cash
725,941,2024-06-10,69794,24,Trade-In
208,917,2023-01-25,12584,60,Cash
20,646,2023-10-03,137304,60,Trade-In
447,751,2023-05-05,218922,12,Trade-In
343,12,2023-11-24,402171,24,Cash
735,14,2023-12-02,451523,60,Lease
833,308,2023-02-28,53012,24,Financing
122,103,2024-04-02,386372,48,Lease
886,920,2024-04-15,486873,24,Credit Card
863,638,2023-07-29,495864,60,Financing
502,443,2023-02-01,446043,60,Financing
193,440,2023-03-11,209681,24,Credit Card
344,943,2024-08-31,194937,36,Credit Card
623,247,2023-09-12,148865,36,Financing
163,690,2023-06-25,98492,24,Trade-In
730,283,2023-03-25,148026,24,Lease
130,988,2022-12-11,257048,12,Financing
105,950,2024-04-30,17297,60,Cash
921,297,2024-03-24,331988,24,Cash
502,987,2024-05-29,68657,36,Lease
305,314,2023-01-26,171389,60,Cash
492,188,2024-03-29,344443,60,Cash
71,10,2023-05-04,277520,60,Cash
120,667,2023-03-23,121987,36,Trade-In
35,717,2024-01-04,170806,12,Financing
821,734,2024-07-29,484539,36,Lease
82,940,2024-02-17,13452,36,Lease
375,820,2023-06-21,58780,24,Financing
728,717,2023-10-03,379592,60,Cash
174,830,2024-07-09,182071,36,Trade-In
27,397,2023-11-02,498687,60,Financing
610,831,2023-05-06,453003,48,Financing
455,126,2023-03-11,484110,24,Cash
168,31,2022-11-20,48468,48,Trade-In
122,1000,2023-08-04,96413,60,Financing
62,346,2022-12-30,351999,60,Trade-In
349,185,2024-02-20,268310,36,Lease
948,16,2023-12-21,265867,60,Credit Card
337,780,2024-04-02,79731,48,Lease
406,139,2023-04-08,126448,48,Trade-In
27,159,2023-07-08,24302,36,Cash
185,951,2024-03-23,407459,36,Credit Card
569,611,2024-03-02,130709,12,Trade-In
968,356,2024-09-04,126642,36,Cash
495,919,2023-06-28,119389,48,Trade-In
494,825,2024-07-02,214660,36,Financing
577,466,2024-10-06,38594,48,Lease
681,698,2024-04-22,354287,12,Financing
515,695,2023-05-07,388831,48,Cash
658,242,2024-09-02,277845,24,Cash
201,860,2024-02-16,239684,48,Credit Card
626,800,2024-06-24,367018,24,Financing
737,202,2023-11-05,92322,24,Credit Card
494,41,2023-07-21,329314,24,Trade-In
420,58,2023-02-25,452283,60,Financing
335,193,2024-02-27,470114,60,Financing
93,271,2024-02-14,26593,48,Credit Card
74,314,2023-03-24,397113,48,Trade-In
661,246,2024-04-08,71162,24,Credit Card
214,518,2024-04-28,445879,24,Credit Card
592,177,2023-10-20,279474,48,Financing
84,966,2023-03-10,16291,36,Credit Card
910,222,2023-03-12,304642,36,Lease
792,963,2023-11-01,439802,36,Trade-In
232,883,2024-02-09,464909,36,Cash
385,123,2022-11-11,233269,60,Financing
379,851,2023-09-29,270534,24,Trade-In
585,951,2024-09-07,90421,36,Lease
318,301,2022-11-08,220126,36,Lease
803,364,2023-08-18,404077,60,Financing
64,166,2024-03-27,403915,48,Cash
661,368,2023-07-15,167940,36,Trade-In
1,20,2024-05-18,112588,24,Lease
233,114,2024-06-27,379333,36,Credit Card
